deg_1_7,deg_1_7-href,thumb-src,alexander_polynomial,conway_polynomial,gauss_code,jones_polynomial
10_54,http://katlas.org/wiki/10_54,,,,,-q^6+2 q^5-4 q^4+6 q^3-7 q^2+8 q-6+6 q^{-1} -4 q^{-2} +2 q^{-3} - q^{-4}
10_53,http://katlas.org/wiki/10_53,/w/images/f/fc/10_53.gif,,,,
10_53,http://katlas.org/wiki/10_53,,6 t^2-18 t+25-18 t^{-1} +6 t^{-2},,,
10_53,http://katlas.org/wiki/10_53,,,6 z^4+6 z^2+1,,
10_53,http://katlas.org/wiki/10_53,,,,"-1, 10, -2, 1, -3, 9, -10, 2, -5, 6, -7, 8, -9, 3, -4, 5, -8, 7, -6, 4",
10_53,http://katlas.org/wiki/10_53,,,,,q^{-2} -3 q^{-3} +7 q^{-4} -9 q^{-5} +12 q^{-6} -12 q^{-7} +11 q^{-8} -9 q^{-9} +5 q^{-10} -3 q^{-11} + q^{-12}
10_52,http://katlas.org/wiki/10_52,/w/images/2/21/10_52.gif,,,,
10_52,http://katlas.org/wiki/10_52,,2 t^3-7 t^2+13 t-15+13 t^{-1} -7 t^{-2} +2 t^{-3},,,
10_52,http://katlas.org/wiki/10_52,,,2 z^6+5 z^4+3 z^2+1,,
10_52,http://katlas.org/wiki/10_52,,,,"1, -9, 2, -10, 3, -1, 9, -2, 5, -6, 7, -8, 10, -3, 4, -5, 8, -7, 6, -4",
10_52,http://katlas.org/wiki/10_52,,,,,-q^6+3 q^5-6 q^4+8 q^3-9 q^2+10 q-8+7 q^{-1} -4 q^{-2} +2 q^{-3} - q^{-4}
10_51,http://katlas.org/wiki/10_51,/w/images/7/70/10_51.gif,,,,
10_51,http://katlas.org/wiki/10_51,,2 t^3-7 t^2+15 t-19+15 t^{-1} -7 t^{-2} +2 t^{-3},,,
10_51,http://katlas.org/wiki/10_51,,,2 z^6+5 z^4+5 z^2+1,,
10_51,http://katlas.org/wiki/10_51,,,,"-1, 10, -2, 1, -4, 5, -10, 2, -3, 7, -8, 9, -6, 4, -5, 3, -9, 8, -7, 6",
10_51,http://katlas.org/wiki/10_51,,,,,-q^8+2 q^7-5 q^6+8 q^5-10 q^4+12 q^3-10 q^2+9 q-6+3 q^{-1} - q^{-2}
10_50,http://katlas.org/wiki/10_50,/w/images/5/5f/10_50.gif,,,,
10_50,http://katlas.org/wiki/10_50,,-2 t^3+7 t^2-11 t+13-11 t^{-1} +7 t^{-2} -2 t^{-3},,,
10_50,http://katlas.org/wiki/10_50,,,-2 z^6-5 z^4-z^2+1,,
10_50,http://katlas.org/wiki/10_50,,,,"1, -3, 2, -6, 5, -1, 3, -2, 4, -8, 9, -10, 7, -5, 6, -4, 10, -9, 8, -7",
10_50,http://katlas.org/wiki/10_50,,,,,q^{10}-2 q^9+4 q^8-7 q^7+8 q^6-9 q^5+8 q^4-6 q^3+5 q^2-2 q+1
10_49,http://katlas.org/wiki/10_49,/w/images/f/fe/10_49.gif,,,,
10_49,http://katlas.org/wiki/10_49,,3 t^3-8 t^2+12 t-13+12 t^{-1} -8 t^{-2} +3 t^{-3},,,
10_49,http://katlas.org/wiki/10_49,,,3 z^6+10 z^4+7 z^2+1,,
10_49,http://katlas.org/wiki/10_49,,,,"-1, 10, -2, 1, -3, 9, -10, 2, -5, 7, -6, 8, -9, 3, -4, 5, -7, 6, -8, 4",
10_49,http://katlas.org/wiki/10_49,,,,,q^{-3} -2 q^{-4} +5 q^{-5} -6 q^{-6} +9 q^{-7} -10 q^{-8} +9 q^{-9} -8 q^{-10} +5 q^{-11} -3 q^{-12} + q^{-13}
10_48,http://katlas.org/wiki/10_48,/w/images/0/0e/10_48.gif,,,,
10_48,http://katlas.org/wiki/10_48,,t^4-3 t^3+6 t^2-9 t+11-9 t^{-1} +6 t^{-2} -3 t^{-3} + t^{-4},,,
10_48,http://katlas.org/wiki/10_48,,,z^8+5 z^6+8 z^4+4 z^2+1,,
10_48,http://katlas.org/wiki/10_48,,,,"1, -9, 2, -10, 3, -1, 9, -2, 5, -7, 6, -8, 10, -3, 4, -5, 7, -6, 8, -4",
10_48,http://katlas.org/wiki/10_48,,,,,-q^5+2 q^4-4 q^3+6 q^2-7 q+9-7 q^{-1} +6 q^{-2} -4 q^{-3} +2 q^{-4} - q^{-5}
10_47,http://katlas.org/wiki/10_47,/w/images/8/81/10_47.gif,,,,
10_47,http://katlas.org/wiki/10_47,,t^4-3 t^3+6 t^2-7 t+7-7 t^{-1} +6 t^{-2} -3 t^{-3} + t^{-4},,,
10_47,http://katlas.org/wiki/10_47,,,z^8+5 z^6+8 z^4+6 z^2+1,,
10_47,http://katlas.org/wiki/10_47,,,,"-1, 10, -2, 1, -4, 5, -10, 2, -3, 8, -6, 9, -7, 4, -5, 3, -8, 6, -9, 7",
10_47,http://katlas.org/wiki/10_47,,,,,-q^9+2 q^8-4 q^7+5 q^6-6 q^5+7 q^4-5 q^3+5 q^2-3 q+2- q^{-1}
10_46,http://katlas.org/wiki/10_46,/w/images/b/b8/10_46.gif,,,,
10_46,http://katlas.org/wiki/10_46,,-t^4+3 t^3-4 t^2+5 t-5+5 t^{-1} -4 t^{-2} +3 t^{-3} - t^{-4},,,
10_46,http://katlas.org/wiki/10_46,,,-z^8-5 z^6-6 z^4+1,,
10_46,http://katlas.org/wiki/10_46,,,,"1, -3, 2, -6, 5, -1, 3, -2, 4, -9, 7, -10, 8, -5, 6, -4, 9, -7, 10, -8",
10_46,http://katlas.org/wiki/10_46,,,,,q^{11}-2 q^{10}+3 q^9-4 q^8+4 q^7-5 q^6+4 q^5-3 q^4+3 q^3-q^2+q
10_45,http://katlas.org/wiki/10_45,/w/images/7/75/10_45.gif,,,,
10_45,http://katlas.org/wiki/10_45,,-t^3+7 t^2-21 t+31-21 t^{-1} +7 t^{-2} - t^{-3},,,
10_45,http://katlas.org/wiki/10_45,,,-z^6+z^4-2 z^2+1,,
10_45,http://katlas.org/wiki/10_45,,,,"1, -4, 3, -1, 2, -7, 6, -10, 9, -3, 4, -2, 5, -6, 8, -9, 10, -8, 7, -5",
10_45,http://katlas.org/wiki/10_45,,,,,-q^5+4 q^4-7 q^3+11 q^2-14 q+15-14 q^{-1} +11 q^{-2} -7 q^{-3} +4 q^{-4} - q^{-5}
10_44,http://katlas.org/wiki/10_44,/w/images/5/55/10_44.gif,,,,
10_44,http://katlas.org/wiki/10_44,,t^3-7 t^2+19 t-25+19 t^{-1} -7 t^{-2} + t^{-3},,,
10_44,http://katlas.org/wiki/10_44,,,z^6-z^4+1,,
10_44,http://katlas.org/wiki/10_44,,,,"-1, 4, -3, 1, -2, 10, -8, 9, -6, 3, -4, 2, -5, 6, -7, 8, -9, 7, -10, 5",
10_44,http://katlas.org/wiki/10_44,,,,,q^3-3 q^2+6 q-9+12 q^{-1} -13 q^{-2} +13 q^{-3} -10 q^{-4} +7 q^{-5} -4 q^{-6} + q^{-7}
10_43,http://katlas.org/wiki/10_43,/w/images/b/bd/10_43.gif,,,,
10_43,http://katlas.org/wiki/10_43,,-t^3+7 t^2-17 t+23-17 t^{-1} +7 t^{-2} - t^{-3},,,
10_43,http://katlas.org/wiki/10_43,,,-z^6+z^4+2 z^2+1,,
10_43,http://katlas.org/wiki/10_43,,,,"1, -10, 2, -1, 8, -9, 3, -6, 10, -2, 4, -5, 6, -3, 7, -8, 9, -7, 5, -4",
10_43,http://katlas.org/wiki/10_43,,,,,-q^5+3 q^4-6 q^3+9 q^2-11 q+13-11 q^{-1} +9 q^{-2} -6 q^{-3} +3 q^{-4} - q^{-5}
10_42,http://katlas.org/wiki/10_42,/w/images/a/a9/10_42.gif,,,,
10_42,http://katlas.org/wiki/10_42,,-t^3+7 t^2-19 t+27-19 t^{-1} +7 t^{-2} - t^{-3},,,
10_42,http://katlas.org/wiki/10_42,,,-z^6+z^4+1,,
10_42,http://katlas.org/wiki/10_42,,,,"-1, 10, -2, 1, -4, 7, -8, 6, -10, 2, -3, 4, -6, 9, -5, 8, -7, 5, -9, 3",
10_42,http://katlas.org/wiki/10_42,,,,,-q^5+3 q^4-6 q^3+10 q^2-12 q+14-13 q^{-1} +10 q^{-2} -7 q^{-3} +4 q^{-4} - q^{-5}
10_41,http://katlas.org/wiki/10_41,/w/images/6/6f/10_41.gif,,,,
10_41,http://katlas.org/wiki/10_41,,t^3-7 t^2+17 t-21+17 t^{-1} -7 t^{-2} + t^{-3},,,
10_41,http://katlas.org/wiki/10_41,,,z^6-z^4-2 z^2+1,,
10_41,http://katlas.org/wiki/10_41,,,,"-1, 4, -3, 1, -2, 8, -9, 7, -5, 3, -4, 2, -7, 10, -6, 9, -8, 6, -10, 5",
10_41,http://katlas.org/wiki/10_41,,,,,q^3-3 q^2+6 q-8+11 q^{-1} -12 q^{-2} +11 q^{-3} -9 q^{-4} +6 q^{-5} -3 q^{-6} + q^{-7}
10_40,http://katlas.org/wiki/10_40,/w/images/9/93/10_40.gif,,,,
10_40,http://katlas.org/wiki/10_40,,2 t^3-8 t^2+17 t-21+17 t^{-1} -8 t^{-2} +2 t^{-3},,,
10_40,http://katlas.org/wiki/10_40,,,2 z^6+4 z^4+3 z^2+1,,
10_40,http://katlas.org/wiki/10_40,,,,"-1, 10, -2, 1, -4, 8, -5, 9, -10, 2, -3, 4, -8, 7, -6, 5, -9, 6, -7, 3",
10_40,http://katlas.org/wiki/10_40,,,,,-q^8+3 q^7-6 q^6+9 q^5-12 q^4+13 q^3-11 q^2+10 q-6+3 q^{-1} - q^{-2}
10_39,http://katlas.org/wiki/10_39,/w/images/b/bd/10_39.gif,,,,
10_39,http://katlas.org/wiki/10_39,,-2 t^3+8 t^2-13 t+15-13 t^{-1} +8 t^{-2} -2 t^{-3},,,
10_39,http://katlas.org/wiki/10_39,,,-2 z^6-4 z^4+z^2+1,,
10_39,http://katlas.org/wiki/10_39,,,,"-1, 4, -3, 1, -2, 9, -5, 10, -6, 3, -4, 2, -9, 5, -7, 8, -10, 6, -8, 7",
10_39,http://katlas.org/wiki/10_39,,,,,1-2 q^{-1} +5 q^{-2} -7 q^{-3} +9 q^{-4} -10 q^{-5} +10 q^{-6} -8 q^{-7} +5 q^{-8} -3 q^{-9} + q^{-10}
10_38,http://katlas.org/wiki/10_38,/w/images/1/1f/10_38.gif,,,,
10_38,http://katlas.org/wiki/10_38,,-4 t^2+15 t-21+15 t^{-1} -4 t^{-2},,,
10_38,http://katlas.org/wiki/10_38,,,-4 z^4-z^2+1,,
10_38,http://katlas.org/wiki/10_38,,,,"-1, 10, -2, 1, -3, 6, -5, 9, -10, 2, -9, 3, -7, 8, -4, 5, -6, 4, -8, 7",
10_38,http://katlas.org/wiki/10_38,,,,,q-2+5 q^{-1} -7 q^{-2} +9 q^{-3} -10 q^{-4} +9 q^{-5} -7 q^{-6} +5 q^{-7} -3 q^{-8} + q^{-9}
10_37,http://katlas.org/wiki/10_37,/w/images/5/54/10_37.gif,,,,
10_37,http://katlas.org/wiki/10_37,,4 t^2-13 t+19-13 t^{-1} +4 t^{-2},,,
10_37,http://katlas.org/wiki/10_37,,,4 z^4+3 z^2+1,,
10_37,http://katlas.org/wiki/10_37,,,,"1, -10, 2, -1, 6, -7, 3, -4, 10, -2, 4, -3, 8, -9, 5, -6, 7, -5, 9, -8",
10_37,http://katlas.org/wiki/10_37,,,,,-q^5+2 q^4-4 q^3+7 q^2-8 q+9-8 q^{-1} +7 q^{-2} -4 q^{-3} +2 q^{-4} - q^{-5}
10_36,http://katlas.org/wiki/10_36,/w/images/2/2e/10_36.gif,,,,
10_36,http://katlas.org/wiki/10_36,,-3 t^2+13 t-19+13 t^{-1} -3 t^{-2},,,
10_36,http://katlas.org/wiki/10_36,,,-3 z^4+z^2+1,,
10_36,http://katlas.org/wiki/10_36,,,,"-1, 4, -3, 1, -2, 10, -5, 3, -4, 2, -6, 9, -7, 8, -10, 5, -8, 7, -9, 6",
10_36,http://katlas.org/wiki/10_36,,,,,q-2+4 q^{-1} -6 q^{-2} +8 q^{-3} -8 q^{-4} +8 q^{-5} -6 q^{-6} +4 q^{-7} -3 q^{-8} + q^{-9}
10_35,http://katlas.org/wiki/10_35,/w/images/d/da/10_35.gif,,,,
10_35,http://katlas.org/wiki/10_35,,2 t^2-12 t+21-12 t^{-1} +2 t^{-2},,,
10_35,http://katlas.org/wiki/10_35,,,2 z^4-4 z^2+1,,
10_35,http://katlas.org/wiki/10_35,,,,"-1, 4, -3, 1, -5, 10, -2, 3, -4, 2, -6, 9, -7, 8, -10, 5, -8, 7, -9, 6",
10_35,http://katlas.org/wiki/10_35,,,,,q^6-2 q^5+4 q^4-6 q^3+7 q^2-8 q+8-6 q^{-1} +4 q^{-2} -2 q^{-3} + q^{-4}
10_34,http://katlas.org/wiki/10_34,/w/images/4/45/10_34.gif,,,,
10_34,http://katlas.org/wiki/10_34,,3 t^2-9 t+13-9 t^{-1} +3 t^{-2},,,
10_34,http://katlas.org/wiki/10_34,,,3 z^4+3 z^2+1,,
10_34,http://katlas.org/wiki/10_34,,,,"-1, 10, -2, 1, -4, 5, -10, 2, -6, 9, -7, 8, -3, 4, -5, 3, -8, 7, -9, 6",
10_34,http://katlas.org/wiki/10_34,,,,,-q^7+2 q^6-3 q^5+4 q^4-5 q^3+6 q^2-5 q+5-3 q^{-1} +2 q^{-2} - q^{-3}
10_33,http://katlas.org/wiki/10_33,/w/images/d/dc/10_33.gif,,,,
10_33,http://katlas.org/wiki/10_33,,4 t^2-16 t+25-16 t^{-1} +4 t^{-2},,,
10_33,http://katlas.org/wiki/10_33,,,4 z^4+1,,
10_33,http://katlas.org/wiki/10_33,,,,"1, -8, 9, -10, 2, -1, 4, -5, 6, -7, 10, -9, 8, -2, 3, -4, 7, -6, 5, -3",
10_33,http://katlas.org/wiki/10_33,,,,,-q^5+3 q^4-5 q^3+8 q^2-10 q+11-10 q^{-1} +8 q^{-2} -5 q^{-3} +3 q^{-4} - q^{-5}
10_32,http://katlas.org/wiki/10_32,/w/images/7/7b/10_32.gif,,,,
10_32,http://katlas.org/wiki/10_32,,-2 t^3+8 t^2-15 t+19-15 t^{-1} +8 t^{-2} -2 t^{-3},,,
10_32,http://katlas.org/wiki/10_32,,,-2 z^6-4 z^4-z^2+1,,
10_32,http://katlas.org/wiki/10_32,,,,"-1, 10, -2, 1, -3, 6, -5, 8, -7, 9, -10, 2, -9, 3, -4, 5, -8, 7, -6, 4",
10_32,http://katlas.org/wiki/10_32,,,,,q^4-3 q^3+6 q^2-9 q+11-11 q^{-1} +11 q^{-2} -8 q^{-3} +5 q^{-4} -3 q^{-5} + q^{-6}
10_31,http://katlas.org/wiki/10_31,/w/images/6/63/10_31.gif,,,,
10_31,http://katlas.org/wiki/10_31,,4 t^2-14 t+21-14 t^{-1} +4 t^{-2},,,
10_31,http://katlas.org/wiki/10_31,,,4 z^4+2 z^2+1,,
10_31,http://katlas.org/wiki/10_31,,,,"-1, 10, -2, 1, -6, 7, -8, 9, -3, 4, -10, 2, -4, 3, -5, 6, -9, 8, -7, 5",
10_31,http://katlas.org/wiki/10_31,,,,,-q^5+2 q^4-4 q^3+7 q^2-8 q+10-9 q^{-1} +7 q^{-2} -5 q^{-3} +3 q^{-4} - q^{-5}
10_30,http://katlas.org/wiki/10_30,/w/images/0/0d/10_30.gif,,,,
10_30,http://katlas.org/wiki/10_30,,-4 t^2+17 t-25+17 t^{-1} -4 t^{-2},,,
10_30,http://katlas.org/wiki/10_30,,,-4 z^4+z^2+1,,
10_30,http://katlas.org/wiki/10_30,,,,"-1, 4, -3, 1, -2, 8, -9, 10, -5, 3, -4, 2, -6, 7, -10, 9, -8, 5, -7, 6",
10_30,http://katlas.org/wiki/10_30,,,,,q-3+6 q^{-1} -8 q^{-2} +11 q^{-3} -11 q^{-4} +10 q^{-5} -8 q^{-6} +5 q^{-7} -3 q^{-8} + q^{-9}
10_29,http://katlas.org/wiki/10_29,/w/images/c/c2/10_29.gif,,,,
10_29,http://katlas.org/wiki/10_29,,t^3-7 t^2+15 t-17+15 t^{-1} -7 t^{-2} + t^{-3},,,
10_29,http://katlas.org/wiki/10_29,,,z^6-z^4-4 z^2+1,,
10_29,http://katlas.org/wiki/10_29,,,,"-1, 4, -3, 1, -5, 8, -6, 10, -2, 3, -4, 2, -7, 9, -10, 5, -8, 6, -9, 7",
10_29,http://katlas.org/wiki/10_29,,,,,q^3-2 q^2+5 q-7+9 q^{-1} -11 q^{-2} +10 q^{-3} -8 q^{-4} +6 q^{-5} -3 q^{-6} + q^{-7}
10_28,http://katlas.org/wiki/10_28,/w/images/c/cf/10_28.gif,,,,
10_28,http://katlas.org/wiki/10_28,,4 t^2-13 t+19-13 t^{-1} +4 t^{-2},,,
10_28,http://katlas.org/wiki/10_28,,,4 z^4+3 z^2+1,,
10_28,http://katlas.org/wiki/10_28,,,,"-1, 10, -2, 1, -4, 5, -6, 7, -10, 2, -8, 9, -3, 4, -7, 6, -5, 3, -9, 8",
10_28,http://katlas.org/wiki/10_28,,,,,-q^7+2 q^6-4 q^5+6 q^4-7 q^3+9 q^2-8 q+7-5 q^{-1} +3 q^{-2} - q^{-3}
10_27,http://katlas.org/wiki/10_27,/w/images/1/18/10_27.gif,,,,
10_27,http://katlas.org/wiki/10_27,,2 t^3-8 t^2+16 t-19+16 t^{-1} -8 t^{-2} +2 t^{-3},,,
10_27,http://katlas.org/wiki/10_27,,,2 z^6+4 z^4+2 z^2+1,,
10_27,http://katlas.org/wiki/10_27,,,,"1, -10, 2, -1, 4, -5, 7, -8, 6, -9, 10, -2, 3, -4, 9, -7, 8, -6, 5, -3",
10_27,http://katlas.org/wiki/10_27,,,,,-q^2+3 q-5+9 q^{-1} -11 q^{-2} +12 q^{-3} -11 q^{-4} +9 q^{-5} -6 q^{-6} +3 q^{-7} - q^{-8}
10_26,http://katlas.org/wiki/10_26,/w/images/5/59/10_26.gif,,,,
10_26,http://katlas.org/wiki/10_26,,-2 t^3+7 t^2-13 t+17-13 t^{-1} +7 t^{-2} -2 t^{-3},,,
10_26,http://katlas.org/wiki/10_26,,,-2 z^6-5 z^4-3 z^2+1,,
10_26,http://katlas.org/wiki/10_26,,,,"1, -4, 3, -6, 5, -1, 2, -8, 9, -10, 7, -3, 6, -5, 4, -2, 10, -9, 8, -7",
10_26,http://katlas.org/wiki/10_26,,,,,q^6-2 q^5+4 q^4-7 q^3+9 q^2-10 q+10-8 q^{-1} +6 q^{-2} -3 q^{-3} + q^{-4}
10_25,http://katlas.org/wiki/10_25,/w/images/2/23/10_25.gif,,,,
10_25,http://katlas.org/wiki/10_25,,-2 t^3+8 t^2-14 t+17-14 t^{-1} +8 t^{-2} -2 t^{-3},,,
10_25,http://katlas.org/wiki/10_25,,,-2 z^6-4 z^4+1,,
10_25,http://katlas.org/wiki/10_25,,,,"-1, 4, -3, 1, -2, 6, -8, 9, -7, 10, -5, 3, -4, 2, -10, 8, -9, 7, -6, 5",
10_25,http://katlas.org/wiki/10_25,,,,,1-2 q^{-1} +5 q^{-2} -7 q^{-3} +10 q^{-4} -11 q^{-5} +10 q^{-6} -9 q^{-7} +6 q^{-8} -3 q^{-9} + q^{-10}
10_24,http://katlas.org/wiki/10_24,/w/images/c/c5/10_24.gif,,,,
10_24,http://katlas.org/wiki/10_24,,-4 t^2+14 t-19+14 t^{-1} -4 t^{-2},,,
10_24,http://katlas.org/wiki/10_24,,,-4 z^4-2 z^2+1,,
10_24,http://katlas.org/wiki/10_24,,,,"-1, 4, -3, 1, -5, 7, -8, 9, -6, 10, -2, 3, -4, 2, -10, 5, -9, 8, -7, 6",
10_24,http://katlas.org/wiki/10_24,,,,,q-2+5 q^{-1} -7 q^{-2} +9 q^{-3} -9 q^{-4} +8 q^{-5} -7 q^{-6} +4 q^{-7} -2 q^{-8} + q^{-9}
10_23,http://katlas.org/wiki/10_23,/w/images/a/ad/10_23.gif,,,,
10_23,http://katlas.org/wiki/10_23,,2 t^3-7 t^2+13 t-15+13 t^{-1} -7 t^{-2} +2 t^{-3},,,
10_23,http://katlas.org/wiki/10_23,,,2 z^6+5 z^4+3 z^2+1,,
10_23,http://katlas.org/wiki/10_23,,,,"-1, 10, -2, 1, -4, 6, -5, 7, -8, 9, -10, 2, -3, 4, -6, 5, -9, 8, -7, 3",
10_23,http://katlas.org/wiki/10_23,,,,,-q^8+2 q^7-4 q^6+7 q^5-9 q^4+10 q^3-9 q^2+8 q-5+3 q^{-1} - q^{-2}
10_22,http://katlas.org/wiki/10_22,/w/images/7/7c/10_22.gif,,,,
10_22,http://katlas.org/wiki/10_22,,-2 t^3+6 t^2-10 t+13-10 t^{-1} +6 t^{-2} -2 t^{-3},,,
10_22,http://katlas.org/wiki/10_22,,,-2 z^6-6 z^4-4 z^2+1,,
10_22,http://katlas.org/wiki/10_22,,,,"1, -4, 3, -9, 5, -1, 6, -8, 7, -10, 2, -3, 9, -5, 4, -2, 10, -6, 8, -7",
10_22,http://katlas.org/wiki/10_22,,,,,q^6-2 q^5+4 q^4-6 q^3+7 q^2-8 q+8-6 q^{-1} +4 q^{-2} -2 q^{-3} + q^{-4}
10_21,http://katlas.org/wiki/10_21,/w/images/3/36/10_21.gif,,,,
10_21,http://katlas.org/wiki/10_21,,-2 t^3+7 t^2-9 t+9-9 t^{-1} +7 t^{-2} -2 t^{-3},,,
10_21,http://katlas.org/wiki/10_21,,,-2 z^6-5 z^4+z^2+1,,
10_21,http://katlas.org/wiki/10_21,,,,"-1, 4, -3, 1, -2, 7, -5, 8, -9, 10, -6, 3, -4, 2, -7, 5, -10, 9, -8, 6",
10_21,http://katlas.org/wiki/10_21,,,,,1-2 q^{-1} +4 q^{-2} -5 q^{-3} +7 q^{-4} -7 q^{-5} +7 q^{-6} -6 q^{-7} +3 q^{-8} -2 q^{-9} + q^{-10}
10_20,http://katlas.org/wiki/10_20,/w/images/5/53/10_20.gif,,,,
10_20,http://katlas.org/wiki/10_20,,-3 t^2+9 t-11+9 t^{-1} -3 t^{-2},,,
10_20,http://katlas.org/wiki/10_20,,,-3 z^4-3 z^2+1,,
10_20,http://katlas.org/wiki/10_20,,,,"-1, 4, -3, 1, -5, 7, -6, 10, -8, 9, -2, 3, -4, 2, -9, 8, -10, 5, -7, 6",
10_20,http://katlas.org/wiki/10_20,,,,,q-1+3 q^{-1} -4 q^{-2} +5 q^{-3} -6 q^{-4} +5 q^{-5} -4 q^{-6} +3 q^{-7} -2 q^{-8} + q^{-9}
10_19,http://katlas.org/wiki/10_19,/w/images/0/02/10_19.gif,,,,
10_19,http://katlas.org/wiki/10_19,,2 t^3-7 t^2+11 t-11+11 t^{-1} -7 t^{-2} +2 t^{-3},,,
10_19,http://katlas.org/wiki/10_19,,,2 z^6+5 z^4+z^2+1,,
10_19,http://katlas.org/wiki/10_19,,,,"-1, 9, -2, 10, -8, 1, -4, 5, -6, 7, -9, 2, -10, 8, -3, 4, -7, 6, -5, 3",
10_19,http://katlas.org/wiki/10_19,,,,,-q^4+2 q^3-3 q^2+6 q-7+8 q^{-1} -8 q^{-2} +7 q^{-3} -5 q^{-4} +3 q^{-5} - q^{-6}
10_18,http://katlas.org/wiki/10_18,/w/images/8/8d/10_18.gif,,,,
10_18,http://katlas.org/wiki/10_18,,-4 t^2+14 t-19+14 t^{-1} -4 t^{-2},,,
10_18,http://katlas.org/wiki/10_18,,,-4 z^4-2 z^2+1,,
10_18,http://katlas.org/wiki/10_18,,,,"-1, 10, -2, 1, -3, 8, -6, 7, -5, 9, -10, 2, -9, 3, -4, 5, -7, 6, -8, 4",
10_18,http://katlas.org/wiki/10_18,,,,,q^3-2 q^2+4 q-6+8 q^{-1} -9 q^{-2} +9 q^{-3} -7 q^{-4} +5 q^{-5} -3 q^{-6} + q^{-7}
10_17,http://katlas.org/wiki/10_17,/w/images/5/54/10_17.gif,,,,
10_17,http://katlas.org/wiki/10_17,,t^4-3 t^3+5 t^2-7 t+9-7 t^{-1} +5 t^{-2} -3 t^{-3} + t^{-4},,,
10_17,http://katlas.org/wiki/10_17,,,z^8+5 z^6+7 z^4+2 z^2+1,,
10_17,http://katlas.org/wiki/10_17,,,,"1, -9, 2, -10, 8, -1, 4, -6, 5, -7, 9, -2, 10, -8, 3, -4, 6, -5, 7, -3",
10_17,http://katlas.org/wiki/10_17,,,,,-q^5+2 q^4-3 q^3+5 q^2-6 q+7-6 q^{-1} +5 q^{-2} -3 q^{-3} +2 q^{-4} - q^{-5}
10_16,http://katlas.org/wiki/10_16,/w/images/d/d5/10_16.gif,,,,
10_16,http://katlas.org/wiki/10_16,,-4 t^2+12 t-15+12 t^{-1} -4 t^{-2},,,
10_16,http://katlas.org/wiki/10_16,,,-4 z^4-4 z^2+1,,
10_16,http://katlas.org/wiki/10_16,,,,"1, -6, 4, -5, 3, -1, 2, -8, 9, -10, 7, -3, 5, -4, 6, -2, 10, -9, 8, -7",
10_16,http://katlas.org/wiki/10_16,,,,,q^7-2 q^6+4 q^5-6 q^4+7 q^3-8 q^2+7 q-5+4 q^{-1} -2 q^{-2} + q^{-3}
10_15,http://katlas.org/wiki/10_15,/w/images/8/8e/10_15.gif,,,,
10_15,http://katlas.org/wiki/10_15,,2 t^3-6 t^2+9 t-9+9 t^{-1} -6 t^{-2} +2 t^{-3},,,
10_15,http://katlas.org/wiki/10_15,,,2 z^6+6 z^4+3 z^2+1,,
10_15,http://katlas.org/wiki/10_15,,,,"-1, 10, -2, 1, -6, 8, -7, 9, -3, 4, -10, 2, -4, 3, -5, 6, -8, 7, -9, 5",
10_15,http://katlas.org/wiki/10_15,,,,,-q^6+2 q^5-4 q^4+6 q^3-6 q^2+7 q-6+5 q^{-1} -3 q^{-2} +2 q^{-3} - q^{-4}
10_14,http://katlas.org/wiki/10_14,/w/images/c/c8/10_14.gif,,,,
10_14,http://katlas.org/wiki/10_14,,-2 t^3+8 t^2-12 t+13-12 t^{-1} +8 t^{-2} -2 t^{-3},,,
10_14,http://katlas.org/wiki/10_14,,,-2 z^6-4 z^4+2 z^2+1,,
10_14,http://katlas.org/wiki/10_14,,,,"-1, 4, -3, 1, -2, 9, -5, 10, -8, 3, -4, 2, -6, 7, -9, 5, -10, 8, -7, 6",
10_14,http://katlas.org/wiki/10_14,,,,,1-2 q^{-1} +4 q^{-2} -6 q^{-3} +9 q^{-4} -9 q^{-5} +9 q^{-6} -8 q^{-7} +5 q^{-8} -3 q^{-9} + q^{-10}
10_13,http://katlas.org/wiki/10_13,/w/images/3/3e/10_13.gif,,,,
10_13,http://katlas.org/wiki/10_13,,2 t^2-13 t+23-13 t^{-1} +2 t^{-2},,,
10_13,http://katlas.org/wiki/10_13,,,2 z^4-5 z^2+1,,
10_13,http://katlas.org/wiki/10_13,,,,"-1, 4, -3, 1, -5, 10, -8, 9, -2, 3, -4, 2, -6, 7, -9, 8, -10, 5, -7, 6",
10_13,http://katlas.org/wiki/10_13,,,,,q^4-2 q^3+5 q^2-7 q+8-9 q^{-1} +8 q^{-2} -6 q^{-3} +4 q^{-4} -2 q^{-5} + q^{-6}
10_12,http://katlas.org/wiki/10_12,/w/images/5/56/10_12.gif,,,,
10_12,http://katlas.org/wiki/10_12,,2 t^3-6 t^2+10 t-11+10 t^{-1} -6 t^{-2} +2 t^{-3},,,
10_12,http://katlas.org/wiki/10_12,,,2 z^6+6 z^4+4 z^2+1,,
10_12,http://katlas.org/wiki/10_12,,,,"-1, 10, -2, 1, -4, 6, -5, 7, -10, 2, -8, 9, -3, 4, -6, 5, -7, 3, -9, 8",
10_12,http://katlas.org/wiki/10_12,,,,,-q^8+2 q^7-4 q^6+6 q^5-7 q^4+8 q^3-7 q^2+6 q-3+2 q^{-1} - q^{-2}
10_11,http://katlas.org/wiki/10_11,/w/images/7/73/10_11.gif,,,,
